slug,repo,worm_file,ts,mode,seed,population,generations,jitter,delta_linf,caos_ratio,sr,G,ece,rho_bias,fp,nov_last,nov_global,score,hash,gate_pass
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_061413_453773.json,2025-10-02 06:14:13,?,,,,,0.003241480008445313,1.0190829514333863,0.8655870719653009,0.8658286283774926,0.011346543953406651,1.0132042995920132,0.023022189679087705,,,0.7473111529936757,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_061617_577019.json,2025-10-02 06:16:17,?,,,,,0.003241741963645735,1.019300168268164,0.8653385825975796,0.865695276474131,0.011351891211532931,1.0136393606541954,0.023018786585282437,,,0.7472780860810224,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_061857_737729.json,2025-10-02 06:18:57,?,,,,,0.0032396049853070804,1.019486763184235,0.8655472272140915,0.8662202783690877,0.011350931259189073,1.01341789137613,0.023016388589306557,,,0.7474620427656947,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_062411_51309.json,2025-10-02 06:24:11,?,,,,,0.0032391908719960226,1.0192142389688796,0.8652910355580627,0.8663248950229107,0.011354456282749002,1.0137045961525846,0.023024255144116514,,,0.7473760009416833,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_062511_111586.json,2025-10-02 06:25:11,?,,,,,0.0016612288313673953,1.010591176600906,0.8539612277096941,0.8633506946503265,0.011667754233726521,1.0141693855843164,0.02350163135058978,,,0.7423959270000272,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_062517_117669.json,2025-10-02 06:25:17,?,,,,,0.0032419024810852767,1.0193030462100843,0.8655267803894946,0.865769319612284,0.011351558866299905,1.0130360723365588,0.023034663404447084,,,0.747329587511515,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_063242_562093.json,2025-10-02 06:32:42,?,,,,,0.003239616359114238,1.0193883496858653,0.8650769030281196,0.8664806093435844,0.011346515292168723,1.0134081368302477,0.023032760916273116,,,0.7473991680624925,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_063633_793648.json,2025-10-02 06:36:33,?,,,,,0.0016612288313673953,1.010591176600906,0.8539612277096941,0.8633506946503265,0.011667754233726521,1.0141693855843164,0.02350163135058978,,,0.7423959270000272,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_063804_884513.json,2025-10-02 06:38:04,?,,,,,0.0032404193645644837,1.0190501520892086,0.8655692655489167,0.8661694428495714,0.011353057974110207,1.0137086051610904,0.023032018807857442,,,0.7473673482922556,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_064447_287157.json,2025-10-02 06:44:47,?,,,,,0.0032400659363943326,1.0190667898583976,0.8655108537191648,0.8660585320145705,0.011347582688389615,1.0138530229376579,0.023023601708306134,,,0.747338129866036,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_064506_306556.json,2025-10-02 06:45:06,?,,,,,0.0016612288313673953,1.010591176600906,0.8539612277096941,0.8633506946503265,0.011667754233726521,1.0141693855843164,0.02350163135058978,,,0.7423959270000272,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_065202_722873.json,2025-10-02 06:52:02,?,,,,,0.003240610573906896,1.0193495670859063,0.8656483422977211,0.8656560785478485,0.011355405553476113,1.0134805414591945,0.02302324327813259,,,0.7473410548179158,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_065745_65205.json,2025-10-02 06:57:45,?,,,,,0.0016612288313673953,1.010591176600906,0.8539612277096941,0.8633506946503265,0.011667754233726521,1.0141693855843164,0.02350163135058978,,,0.7423959270000272,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_070012_212003.json,2025-10-02 07:00:12,?,,,,,0.0032421308278360477,1.0193791359928441,0.8654199428074928,0.8657163801689003,0.011353718906313462,1.0132197976974935,0.023033244228089295,,,0.7473128216459745,,True
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_070914_754873.json,2025-10-02 07:09:14,?,,,,,0.0032407719798176805,1.0190227975031507,0.8652871180351771,0.8660689083284425,0.011351845604036464,1.0133796140100912,0.023027768406054694,,,0.7472859577683085,,False
github.com-danielgonzagat-leniabreeder.github.io,https://github.com/danielgonzagat/leniabreeder.github.io,fusion_github.com-danielgonzagat-leniabreeder.github.io_20251002_071240_960158.json,2025-10-02 07:12:40,?,,,,,0.0016612288313673953,1.010591176600906,0.8539612277096941,0.8633506946503265,0.011667754233726521,1.0141693855843164,0.02350163135058978,,,0.7423959270000272,,False
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_182545_945663.json,2025-10-01 18:25:45,?,,,,,0.003240567786895238,1.0195220646805756,0.8651240522616671,0.8660284201119213,0.01135398122455852,1.0135607062371323,0.023028273035304254,,,0.7473447955422255,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_183223_343387.json,2025-10-01 18:32:23,?,,,,,0.003242140806999028,1.0192425112147812,0.8650755125597827,0.865652559655563,0.011353843398417003,1.0128811970317513,0.023021022049046543,,,0.7472050583026788,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_183858_738529.json,2025-10-01 18:38:58,?,,,,,0.0032416427874218975,1.0194200902947281,0.8655656247922937,0.8660216758208523,0.011356160326954369,1.0135676979813482,0.02301653874647755,,,0.747412536831716,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_184544_144343.json,2025-10-01 18:45:44,?,,,,,0.0032392363995432413,1.0194882815612512,0.8655273556786451,0.8659388468606166,0.011348579054295907,1.0131936069744518,0.023016767326126224,,,0.7474022094619691,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_185230_550543.json,2025-10-01 18:52:30,?,,,,,0.00324130353397022,1.0194438952800704,0.8656245032705555,0.8664485772743958,0.01135686109768621,1.0134754821655583,0.02303345357093208,,,0.7475126244049366,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_190136_96072.json,2025-10-01 19:01:36,?,,,,,0.003241368728831116,1.0194681919292703,0.8654274510896541,0.865654434160568,0.011350892571947054,1.0135822003845287,0.023020150833090627,,,0.7473211848411611,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_190833_513823.json,2025-10-01 19:08:33,?,,,,,0.0032417960417467587,1.0190956702555758,0.8656973084928016,0.8659810849174416,0.011352721782151836,1.0134623483164797,0.023030795784056927,,,0.7473648201848923,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_191535_935155.json,2025-10-01 19:15:35,?,,,,,0.0032416680470067033,1.0190560125605586,0.8657136445222162,0.8662110613122961,0.011348065716328487,1.0138163493541135,0.023028850995973637,,,0.7474067856171854,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_192223_343352.json,2025-10-01 19:22:23,?,,,,,0.0032396893094050684,1.0191201100366827,0.8652303281651208,0.8664295797309151,0.011355090038699004,1.0132808302581338,0.023035920960950085,,,0.7473648403484597,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_192911_751283.json,2025-10-01 19:29:11,?,,,,,0.0032418552563126804,1.019268394381251,0.8650340730221037,0.8664695943416283,0.011350824897210433,1.0137056379150737,0.023029209320057947,,,0.7473647799785322,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_193805_285750.json,2025-10-01 19:38:05,?,,,,,0.0032405823783752314,1.019150491173013,0.8653455657042957,0.8657243177979695,0.011354284897587389,1.0130414800387788,0.023018614116125165,,,0.7472549015093596,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_194445_685366.json,2025-10-01 19:44:45,?,,,,,0.0032409730355990054,1.0191615434969157,0.864894475166547,0.8664521272507048,0.011353194039311166,1.0136410591581877,0.023029848586893584,,,0.7473115195273329,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_195159_119337.json,2025-10-01 19:51:59,?,,,,,0.0032403053708864983,1.0190664279287558,0.8654794001710919,0.8659256142748188,0.01135471417938248,1.0129261572042172,0.023039253715981096,,,0.7473029527595743,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_195843_523711.json,2025-10-01 19:58:43,?,,,,,0.0032409768651167816,1.0194845253429732,0.8650113024161986,0.8657759390039741,0.011356881286691453,1.013885476053496,0.02302858131169002,,,0.7472640024658144,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_200521_921319.json,2025-10-01 20:05:21,?,,,,,0.003241618683170695,1.019202855102027,0.8652777691654941,0.8658385702968843,0.011350666848960033,1.013651788771107,0.02302455841261824,,,0.7472746401233575,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_201408_448761.json,2025-10-01 20:14:08,?,,,,,0.0032422206214965717,1.0192397971859,0.8655014484357739,0.8661508595481204,0.011348600371350015,1.0133943494876312,0.023030668631267716,,,0.7473889382579965,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_202052_852947.json,2025-10-01 20:20:52,?,,,,,0.0032398827624735738,1.019146111401594,0.8656307225725354,0.8661278537557349,0.011354012632315509,1.0138741499137953,0.023027859484564255,,,0.7473907268867797,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_202820_300562.json,2025-10-01 20:28:20,?,,,,,0.00324180845115228,1.0194676934769193,0.8657150689003579,0.8657010434480344,0.011348491484521479,1.0138691065962502,0.023030319012169793,,,0.7473872418056237,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_203453_693622.json,2025-10-01 20:34:53,?,,,,,0.0032408018275443696,1.0194869838587155,0.8656091884208172,0.8661354225369172,0.011352813063346285,1.0136660580623924,0.023036201309397434,,,0.7474555778915246,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_204128_88174.json,2025-10-01 20:41:28,?,,,,,0.0032416991010469883,1.0195263075496426,0.8652425330886169,0.8660145774628225,0.011355643413410978,1.0135761909085348,0.023033646834583657,,,0.7473660944156263,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_205015_615243.json,2025-10-01 20:50:15,?,,,,,0.003242277867795443,1.019336418848403,0.8650528302558248,0.8664907063225674,0.011357320282431284,1.0135131752846656,0.02302632539867869,,,0.7473860820908071,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_205702_22837.json,2025-10-01 20:57:02,?,,,,,0.0032414806130111823,1.0194471683287123,0.8652805220342877,0.8662859454663843,0.011349770618211566,1.013227076747933,0.023017560402969817,,,0.7474142901863611,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_210357_437193.json,2025-10-01 21:03:57,?,,,,,0.003239743824531921,1.0193295216801748,0.8654999998393272,0.8664586687723944,0.01135685048669707,1.0133787251972954,0.02302615895501709,,,0.7474672858791143,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_211040_840908.json,2025-10-01 21:10:40,?,,,,,0.0032409072165015917,1.0194390362482284,0.865259974477292,0.8660481107063691,0.011356301430753658,1.0131586861404331,0.023026536088047483,,,0.7473593219777981,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_211720_240434.json,2025-10-01 21:17:20,?,,,,,0.0032395236332973237,1.0192712571380809,0.8656658277618156,0.8656426180749164,0.01134974870578317,1.0131866948584933,0.023027434051730356,,,0.7473261270458708,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_212613_773125.json,2025-10-01 21:26:13,?,,,,,0.003241815122070312,1.019134297664888,0.8651090288524773,0.866194040699403,0.01134743217224198,1.0130615295913186,0.02301755992868243,,,0.7472993372576754,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_213256_176284.json,2025-10-01 21:32:56,?,,,,,0.0032406496653883234,1.0195020399488715,0.8650179054919673,0.8660073492752185,0.011348632673696398,1.0128858784824157,0.023017261812841517,,,0.7473169994276353,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_213929_569654.json,2025-10-01 21:39:29,?,,,,,0.0032409674338558965,1.0193310714944084,0.8653867331045593,0.8664571392708176,0.011347995591452083,1.0131029680256987,0.023026642305604975,,,0.7474457184710226,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_214619_979452.json,2025-10-01 21:46:19,?,,,,,0.003241959012942511,1.0190612622114539,0.8651567178995582,0.865654626916468,0.01135627317608807,1.0132297521740021,0.023020016727318567,,,0.7471852842177439,,True
github.com-danielgonzagat-litellm,https://github.com/danielgonzagat/litellm,fusion_github.com-danielgonzagat-litellm_20251001_215333_413970.json,2025-10-01 21:53:33,?,,,,,0.0032420996067205055,1.0190749886443364,0.8650675606115455,0.8656875307784482,0.011356147764670055,1.0136093031379383,0.023022369738172534,,,0.7471765841779259,,True
